"week_mon_day","start_date","end_date","page_type","enq_generated","enq_gen_sender","enq_approved","enq_app_sender","wa_generated","wa_gen_sender","wa_approved","wa_app_sender","bl_generated","bl_gen_sender","bl_approved","bl_app_sender","c2c_calls","c2c_callers","unq_sender","unq_sender_no_call","intent_user_approved","intent_bl_generated","pns_calls","product_listing_click","inline_bl_cta_clicks","getquote_onpage_cta_click","minibl_cta_click","featcat_bl_click","thirdpv_cta_click","sixthpv_cta_click","get_best_price_click","price_on_request_click","ask_for_clicks","recom_enquiry_click","listing_wa_cta_clicks","recom_wa_click","inline_call_cta_clicks","recom_call_click","recom_category_click","recom_product_click","video_visible","video_autoplay","video_clicks","usermode","source","bl_gen_with_wa","bl_wa_gen_sender","bl_wa_approved","bl_wa_app_sender"
d,"2026-03-26","2026-03-26","1",364,338,362,337,0,0,0,0,413,413,311,311,4506,1805,2442,647,56,909,4506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","4","0","0","0","0"
d,"2026-03-26","2026-03-26","6",15,15,14,14,0,0,0,0,5,4,1,1,35,23,36,15,68,411,35,225,5,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,27,35,0,"4","1","0","0","0","0"
d,"2026-03-26","2026-03-26","2",3393,3270,3267,3175,2851,2773,2751,2701,3807,3716,3177,3177,6629,2765,6589,3923,215,1754,6629,113680,4573,419,624,102,117,2936,1167,1574,99,333,9619,0,12018,122,798,0,11805,16099,893,"2","1","2829","2753","2480","2480"
d,"2026-03-26","2026-03-26","5",285,249,272,238,54,49,48,44,222,207,122,122,670,418,704,323,21,124,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4","6","57","52","40","40"
d,"2026-03-26","2026-03-26","1",366,335,358,330,0,0,0,0,33,31,24,24,1271,912,1158,352,24,134,1271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3","4","0","0","0","0"
d,"2026-03-26","2026-03-26","3",346,340,335,331,308,302,300,296,965,951,706,706,444,234,1023,792,53,194,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","6","292","286","252","252"
d,"2026-03-26","2026-03-26","1",5744,5521,5553,5380,4797,4638,4643,4530,6923,6724,5658,5658,13011,6875,13663,6956,278,2038,13011,113680,4573,419,624,102,117,2936,1167,1574,99,333,9619,0,12018,122,798,0,11805,16099,893,"2","1","4792","4634","4159","4159"
d,"2026-03-26","2026-03-26","4",38,30,35,28,0,0,0,0,8,8,3,3,32,26,55,30,0,4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4","5","0","0","0","0"
d,"2026-03-26","2026-03-26","2",122,112,108,104,41,41,41,41,131,126,93,93,318,186,331,160,13,76,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3","6","53","53","45","45"
d,"2026-03-26","2026-03-26","4",142,125,131,118,61,60,58,57,97,94,79,79,334,178,307,141,0,20,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","5","61","60","57","57"
d,"2026-03-26","2026-03-26","5",1297,1122,1238,1098,55,54,54,53,359,345,229,229,6271,3298,4314,1278,65,378,6271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3","2","65","64","46","46"
d,"2026-03-26","2026-03-26","5",1990,1951,1931,1904,1933,1896,1882,1856,2885,2840,2343,2343,498,243,2823,2585,144,709,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","6","1910","1873","1691","1691"
d,"2026-03-26","2026-03-26","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","3","0","0","0","0"
d,"2026-03-26","2026-03-26","3",3888,3282,3728,3222,1517,1448,1477,1422,2323,2195,1767,1767,14390,7337,10415,3707,114,590,14390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","2","1534","1464","1287","1287"
d,"2026-03-26","2026-03-26","3",215,211,207,205,180,177,173,172,282,279,234,234,468,302,584,283,5,38,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","5","183","180","165","165"
d,"2026-03-26","2026-03-26","1",3077,2815,2894,2744,2408,2317,2337,2270,3787,3637,2977,2977,2800,1526,5029,3663,194,964,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","6","2396","2303","2094","2094"
d,"2026-03-26","2026-03-26","5",272,266,262,260,223,218,215,214,386,381,313,313,495,277,657,382,16,80,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","5","219","214","195","195"
d,"2026-03-26","2026-03-26","5",4578,3910,4384,3806,1750,1665,1687,1624,2644,2496,2042,2042,14294,7268,10931,4366,116,688,14294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","2","1761","1677","1490","1490"
d,"2026-03-26","2026-03-26","2",642,564,617,546,18,18,18,18,135,132,92,92,1751,1066,1584,618,25,175,1751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3","2","21","21","16","16"
d,"2026-03-26","2026-03-26","2",0,0,0,0,0,0,0,0,13,13,12,12,129,19,31,12,9,70,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","3","10","10","10","10"
d,"2026-03-26","2026-03-26","3",1099,859,1024,838,5,5,5,5,229,214,102,102,2678,1439,2210,928,23,116,2678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4","2","5","5","5","5"
d,"2026-03-26","2026-03-26","1",998,895,984,885,0,0,0,0,468,460,347,347,6286,2888,3878,1218,81,1059,6286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","4","0","0","0","0"
d,"2026-03-26","2026-03-26","6",2,2,0,0,0,0,0,0,5,4,1,1,13,8,9,1,194,963,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","6","0","0","0","0"
d,"2026-03-26","2026-03-26","1",435,322,352,308,64,58,57,52,263,246,146,146,870,553,912,412,24,146,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4","6","67","61","47","47"
d,"2026-03-26","2026-03-26","4",66,63,61,60,12,12,12,12,45,41,31,31,357,168,234,80,3,25,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3","6","12","12","11","11"
d,"2026-03-26","2026-03-26","5",1251,1021,1195,994,16,12,14,11,261,243,126,126,2898,1594,2497,1101,25,154,2898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4","2","16","12","9","9"
d,"2026-03-26","2026-03-26","4",1,1,1,1,0,0,0,0,2,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3","3","0","0","0","0"
d,"2026-03-26","2026-03-26","2",1165,1018,1113,987,60,60,60,60,363,347,246,246,3386,2131,3053,1171,71,445,3386,28079,900,65,8,34,0,30,1981,392,28,74,0,0,9982,97,175,0,2163,3080,193,"3","1","75","75","61","61"
d,"2026-03-26","2026-03-26","4",153,143,152,142,0,0,0,0,22,22,19,19,882,389,518,160,4,342,882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","4","0","0","0","0"
d,"2026-03-26","2026-03-26","2",926,831,914,823,0,0,0,0,437,430,323,323,5978,2761,3690,1135,78,1048,5978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","4","0","0","0","0"
d,"2026-03-26","2026-03-26","1",655,576,628,558,290,283,279,276,804,783,561,561,1403,768,1564,866,39,215,1403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","5","288","281","257","257"
d,"2026-03-26","2026-03-26","1",268,246,264,242,0,0,0,0,21,21,11,11,509,386,565,251,4,31,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4","4","0","0","0","0"
d,"2026-03-26","2026-03-26","6",1,1,0,0,0,0,0,0,0,0,0,0,3,1,1,0,151,724,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","6","0","0","0","0"
d,"2026-03-26","2026-03-26","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3","3","0","0","0","0"
d,"2026-03-26","2026-03-26","1",22,21,22,21,0,0,0,0,124,116,91,91,271,88,192,110,13,106,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","3","33","33","31","31"
d,"2026-03-26","2026-03-26","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","4","0","0","0","0"
d,"2026-03-26","2026-03-26","2",591,502,554,481,12,8,9,6,122,115,64,64,1012,643,1092,537,8,74,1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4","2","12","8","4","4"
d,"2026-03-26","2026-03-26","4",150,73,80,70,10,9,9,8,41,39,24,24,200,136,209,89,3,22,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4","6","10","9","7","7"
d,"2026-03-26","2026-03-26","4",1,1,1,1,0,0,0,0,5,4,2,2,3,3,5,3,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4","3","1","1","1","1"
d,"2026-03-26","2026-03-26","4",383,349,377,344,17,17,17,17,117,113,80,80,2021,1069,1406,409,19,115,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3","2","19","19","10","10"
d,"2026-03-26","2026-03-26","5",4617,4445,4467,4333,3835,3718,3716,3634,5779,5626,4716,4716,10228,5315,10940,5765,256,1629,10228,90726,3421,302,551,102,117,2936,938,1094,76,333,7754,0,9464,107,798,0,10033,13641,796,"2","1","3836","3720","3347","3347"
d,"2026-03-26","2026-03-26","2",252,232,249,229,0,0,0,0,19,19,9,9,483,367,536,236,4,30,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4","4","0","0","0","0"
d,"2026-03-26","2026-03-26","4",1469,1245,1384,1211,565,539,545,524,849,805,640,640,4679,2515,3702,1388,39,212,4679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","2","563","537","464","464"
d,"2026-03-26","2026-03-26","1",1690,1338,1578,1299,17,13,14,11,351,327,166,166,3690,2041,3230,1445,31,190,3690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4","2","17","13","9","9"
d,"2026-03-26","2026-03-26","2",5636,4954,5398,4812,2969,2838,2860,2766,4530,4285,3623,3623,11860,5645,10674,5863,308,2360,11860,165659,6180,548,1104,167,117,2970,4910,2286,150,500,9619,106,27132,263,1109,335,15581,21351,1261,"1","1","2963","2832","2582","2582"
d,"2026-03-26","2026-03-26","1",6047,5119,5768,4983,2315,2204,2232,2148,3493,3295,2682,2682,18973,9638,14436,5719,155,900,18973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","2","2324","2214","1954","1954"
d,"2026-03-26","2026-03-26","1",2478,2130,2370,2084,134,133,133,132,913,855,580,580,11410,5958,7870,2532,139,828,11410,28079,900,65,8,34,0,30,1981,392,28,74,0,0,9982,97,175,0,2163,3080,193,"3","1","163","162","119","119"
d,"2026-03-26","2026-03-26","2",128,124,123,121,101,98,97,96,181,178,148,148,180,60,245,187,11,53,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","5","94","91","84","84"
d,"2026-03-26","2026-03-26","5",2030,1942,1951,1884,1679,1609,1619,1569,2015,1941,1687,1687,5125,3172,5283,2167,31,170,5125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","2","1680","1611","1435","1435"
d,"2026-03-26","2026-03-26","2",1078,901,1018,867,58,50,49,43,351,319,198,198,1845,1175,1964,1011,29,204,1845,23900,707,64,124,31,0,0,1762,320,23,78,0,36,5132,44,134,0,1552,2093,175,"4","1","59","51","41","41"
d,"2026-03-26","2026-03-26","1",2577,1975,2373,1920,82,72,72,64,817,735,410,410,5312,2912,4644,2243,68,413,5312,23900,707,64,124,31,0,0,1762,320,23,78,0,36,5132,44,134,0,1552,2093,175,"4","1","86","76","58","58"
d,"2026-03-26","2026-03-26","4",544,485,527,474,32,32,32,32,184,170,125,125,2726,1392,1838,567,24,165,2726,6509,213,23,2,0,0,0,384,140,12,0,0,0,2426,7,0,0,323,484,23,"3","1","34","34","24","24"
d,"2026-03-26","2026-03-26","1",10799,9136,10296,8920,5013,4790,4848,4681,8676,8113,6658,6658,29733,14157,23473,11202,469,3197,29733,165659,6180,548,1104,167,117,2970,4910,2286,150,500,9619,106,27132,263,1109,335,15581,21351,1261,"1","1","5041","4817","4336","4336"
d,"2026-03-26","2026-03-26","3",164,142,152,138,13,13,13,13,103,98,60,60,969,530,680,189,9,37,969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3","6","16","16","11","11"
d,"2026-03-26","2026-03-26","3",21,21,21,21,0,0,0,0,1,1,1,1,77,57,67,22,1,5,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3","4","0","0","0","0"
d,"2026-03-26","2026-03-26","3",5,5,5,5,0,0,0,0,4,3,0,0,14,10,14,5,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3","3","0","0","0","0"
d,"2026-03-26","2026-03-26","3",784,653,696,636,340,331,331,324,1193,1151,830,830,2008,1106,2199,1199,72,295,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","6","329","320","274","274"
d,"2026-03-26","2026-03-26","5",220,191,199,182,42,42,42,42,189,182,122,122,930,547,775,269,19,89,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3","6","57","57","45","45"
d,"2026-03-26","2026-03-26","5",305,279,298,275,0,0,0,0,25,23,17,17,1072,781,986,292,22,114,1072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3","4","0","0","0","0"
d,"2026-03-26","2026-03-26","2",926,891,869,845,768,739,728,709,909,878,759,759,1820,893,1847,979,8,65,1820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","2","757","730","647","647"
d,"2026-03-26","2026-03-26","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3","4","0","0","0","0"
d,"2026-03-26","2026-03-26","2",2159,1880,2040,1800,798,757,755,727,1170,1109,915,915,4583,2435,4223,2061,41,310,4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","2","790","751","667","667"
d,"2026-03-26","2026-03-26","1",2356,2305,2282,2250,2290,2241,2226,2195,3284,3227,2674,2674,643,311,3270,2964,151,724,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","6","2260","2211","1991","1991"
d,"2026-03-26","2026-03-26","4",3,3,3,3,0,0,0,0,20,17,13,13,22,8,23,16,2,14,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","3","6","6","5","5"
d,"2026-03-26","2026-03-26","1",138,130,129,123,8,8,8,8,164,157,92,92,537,343,533,210,13,95,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3","5","10","10","7","7"
d,"2026-03-26","2026-03-26","6",2,2,2,2,0,0,0,0,1,1,0,0,3,1,3,2,10,36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4","5","0","0","0","0"
d,"2026-03-26","2026-03-26","4",50,49,50,49,0,0,0,0,1,1,1,1,83,67,105,50,0,4,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4","4","0","0","0","0"
d,"2026-03-26","2026-03-26","6",15,13,15,13,2,2,2,2,5,5,3,3,12,3,16,14,39,212,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","5","2","2","2","2"
d,"2026-03-26","2026-03-26","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4","4","0","0","0","0"
d,"2026-03-26","2026-03-26","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","3","0","0","0","0"
d,"2026-03-26","2026-03-26","3",274,193,209,188,19,17,18,16,121,115,60,60,595,385,589,239,11,69,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4","6","21","19","11","11"
d,"2026-03-26","2026-03-26","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","4","0","0","0","0"
d,"2026-03-26","2026-03-26","1",10,9,10,9,0,0,0,0,12,11,5,5,25,16,28,14,1,19,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4","3","1","1","1","1"
d,"2026-03-26","2026-03-26","6",71,69,67,65,27,27,27,27,40,39,31,31,138,77,139,70,469,3185,138,1706,32,8,0,0,0,0,69,5,1,0,47,0,0,0,0,0,231,314,10,"1","1","27","27","25","25"
d,"2026-03-26","2026-03-26","4",366,356,351,348,357,347,344,341,399,389,331,331,145,68,449,381,20,61,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","6","350","340","300","300"
d,"2026-03-26","2026-03-26","6",14,14,13,13,0,0,0,0,4,4,3,3,39,30,42,15,84,489,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3","2","0","0","0","0"
d,"2026-03-26","2026-03-26","2",68,57,66,56,1,1,1,1,68,68,39,39,72,53,138,93,5,25,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4","5","1","1","1","1"
d,"2026-03-26","2026-03-26","6",8,6,8,6,0,0,0,0,0,0,0,0,6,2,7,6,13,93,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3","5","0","0","0","0"
d,"2026-03-26","2026-03-26","1",174,139,169,136,1,1,1,1,170,168,82,82,218,136,330,214,10,36,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4","5","1","1","1","1"
d,"2026-03-26","2026-03-26","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4","3","0","0","0","0"
d,"2026-03-26","2026-03-26","4",42,41,42,41,0,0,0,0,13,13,11,11,600,206,257,52,2,322,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","4","0","0","0","0"
d,"2026-03-26","2026-03-26","1",286,254,260,242,54,54,54,54,234,223,153,153,1287,715,1009,349,22,113,1287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3","6","69","69","56","56"
d,"2026-03-26","2026-03-26","4",33,31,28,28,3,3,3,3,12,10,7,7,149,91,119,32,0,6,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3","5","3","3","3","3"
d,"2026-03-26","2026-03-26","4",71,69,68,66,58,57,55,54,77,76,69,69,153,85,168,84,0,11,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","5","58","57","54","54"
d,"2026-03-26","2026-03-26","3",2351,2257,2286,2211,1946,1867,1892,1831,3116,3017,2481,2481,6382,4133,7126,3055,103,460,6382,48180,2770,216,398,100,0,0,592,1283,95,34,3216,0,5698,105,787,0,25,121,8,"2","1","1963","1883","1679","1679"
d,"2026-03-26","2026-03-26","6",5,5,5,5,2,2,2,2,4,4,3,3,3,0,6,6,16,90,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","5","2","2","2","2"
d,"2026-03-26","2026-03-26","3",1751,1672,1706,1642,1458,1393,1419,1368,1748,1681,1448,1448,5171,3496,5325,1874,37,169,5171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","2","1466","1400","1242","1242"
d,"2026-03-26","2026-03-26","3",4,4,4,4,0,0,0,0,93,93,72,72,94,39,115,76,6,48,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","3","22","22","20","20"
d,"2026-03-26","2026-03-26","6",28,28,27,27,25,25,25,25,25,25,23,23,48,21,48,27,45,233,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","2","25","25","23","23"
d,"2026-03-26","2026-03-26","4",582,479,492,468,379,361,365,355,486,460,387,387,702,363,865,540,25,105,702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","6","372","354","318","318"
d,"2026-03-26","2026-03-26","2",2010,1966,1947,1920,1982,1940,1926,1900,2319,2277,1968,1968,199,77,2252,2177,133,663,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","6","1968","1926","1739","1739"
d,"2026-03-26","2026-03-26","6",12,12,12,12,0,0,0,0,1,1,1,1,26,22,34,13,31,188,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4","2","0","0","0","0"
d,"2026-03-26","2026-03-26","2",329,304,328,304,0,0,0,0,385,385,290,290,4301,1732,2317,593,54,904,4301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","4","0","0","0","0"
